brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
50817.0,for_sale,249000.0,4.0,3.0,0.12,1191800.0,South Euclid,Ohio,44121.0,1950.0,N/A
59653.0,for_sale,445000.0,1.0,2.0,0.0,1046735.0,Miami,Florida,33137.0,802.0,2008-04-03 00:00:00
17734.0,for_sale,419000.0,8.0,6.0,0.04,362702.0,Philadelphia,Pennsylvania,19140.0,3028.0,2021-03-26 00:00:00
55463.0,for_sale,30000.0,2.0,1.0,0.1,994976.0,Wood River,Illinois,62095.0,748.0,N/A
32743.0,for_sale,649000.0,6.0,5.0,0.09,1254507.0,Chicago,Illinois,60653.0,4400.0,2004-08-02 00:00:00
91442.0,for_sale,215000.0,3.0,2.0,0.0,1731964.0,Franklin Township,Ohio,45005.0,1350.0,1991-04-29 00:00:00
31143.0,for_sale,369845.0,3.0,2.0,0.31,485433.0,Sherman,Texas,75090.0,1741.0,2019-10-04 00:00:00
38037.0,for_sale,210000.0,1.0,1.0,0.02,360602.0,Staten Island,New York,10310.0,735.0,N/A
72500.0,ready_to_build,413900.0,4.0,2.0,0.0,1037597.0,Royse City,Texas,75189.0,2394.0,N/A
29052.0,for_sale,269900.0,3.0,2.0,0.27,1541892.0,Lehigh Acres,Florida,33974.0,1409.0,2012-08-22 00:00:00
15177.0,for_sale,232500.0,4.0,2.0,0.53,1002473.0,Fayetteville,North Carolina,28311.0,1650.0,2005-04-22 00:00:00
2310.0,for_sale,150000.0,4.0,2.0,0.17,1597033.0,Cocoa,Florida,32922.0,2208.0,1970-05-01 00:00:00
87481.0,for_sale,49900.0,3.0,1.0,0.59,1806333.0,De Graff,Ohio,43318.0,1694.0,2006-06-30 00:00:00
101674.0,for_sale,69900.0,4.0,1.0,7.6,1549274.0,Fine,New York,13639.0,1324.0,N/A
54165.0,for_sale,526495.0,3.0,3.0,0.51,806683.0,Perrysburg,Ohio,43551.0,2148.0,N/A
78247.0,for_sale,320000.0,3.0,3.0,0.07,1590342.0,Maryville,Illinois,62062.0,2173.0,N/A
24213.0,for_sale,1299000.0,5.0,5.0,0.16,1619011.0,Reunion,Florida,34747.0,4197.0,2008-09-10 00:00:00
78482.0,for_sale,149900.0,2.0,2.0,0.0,215924.0,Coconut Creek,Florida,33066.0,1012.0,2019-07-09 00:00:00
71247.0,for_sale,583000.0,4.0,3.0,0.16,1484559.0,Anna,Texas,75409.0,3105.0,2016-03-01 00:00:00
43862.0,for_sale,220000.0,3.0,3.0,2.73,523546.0,Teague,Texas,75860.0,2174.0,2019-09-23 00:00:00
57595.0,ready_to_build,603999.0,4.0,2.0,0.0,1391747.0,Garland,Texas,75040.0,3181.0,N/A
16832.0,for_sale,369900.0,3.0,2.0,0.51,118801.0,Winter Haven,Florida,33880.0,1716.0,2019-05-23 00:00:00
57595.0,ready_to_build,685990.0,4.0,2.0,0.0,276780.0,Royal Palm Beach,Florida,33411.0,3007.0,N/A
64285.0,for_sale,159995.0,2.0,2.0,0.0,1160037.0,Lady Lake,Florida,32159.0,972.0,N/A
109914.0,for_sale,354900.0,5.0,3.0,0.13,1005352.0,East Moline,Illinois,61244.0,2766.0,2021-10-29 00:00:00
937.0,for_sale,325000.0,3.0,2.0,0.0,1316879.0,Skokie,Illinois,60077.0,1810.0,2001-04-12 00:00:00
102120.0,ready_to_build,422900.0,4.0,2.0,0.0,612323.0,Mt. Holly,North Carolina,28120.0,2854.0,N/A
30807.0,for_sale,500000.0,4.0,3.0,0.17,769838.0,Cape Coral,Florida,33991.0,2713.0,2016-11-10 00:00:00
25199.0,for_sale,850000.0,4.0,4.0,0.0,81897.0,Jacksonville,Florida,32256.0,2706.0,N/A
13954.0,for_sale,600000.0,3.0,3.0,0.0,165128.0,Doral,Florida,33178.0,2080.0,N/A
22912.0,for_sale,135900.0,2.0,3.0,0.0,426864.0,Holly Ridge,North Carolina,28445.0,1246.0,N/A
6841.0,for_sale,125000.0,3.0,2.0,0.9,1373391.0,Homosassa,Florida,34446.0,1284.0,N/A
448.0,for_sale,375000.0,3.0,2.0,0.11,404324.0,Dallas,Texas,75204.0,1940.0,N/A
6517.0,for_sale,1100000.0,3.0,4.0,3.17,1083011.0,West Jefferson,North Carolina,28694.0,3516.0,N/A
29797.0,for_sale,635000.0,1.0,1.0,0.0,361659.0,Flushing,New York,11355.0,651.0,N/A
13663.0,for_sale,240000.0,2.0,2.0,0.25,207556.0,Fort Worth,Texas,76105.0,1296.0,2006-03-24 00:00:00
61945.0,for_sale,235000.0,2.0,2.0,0.12,172965.0,Smyrna,Georgia,30080.0,1232.0,2022-04-22 00:00:00
32606.0,for_sale,224900.0,3.0,2.0,0.23,1689879.0,White Settlement,Texas,76108.0,1857.0,2009-09-14 00:00:00
49413.0,for_sale,157900.0,3.0,2.0,0.25,814796.0,Monticello,Georgia,31064.0,1016.0,2022-05-19 00:00:00
46821.0,for_sale,399000.0,4.0,2.0,0.12,1358785.0,West Palm Beach,Florida,33407.0,1671.0,N/A
107682.0,for_sale,211200.0,2.0,2.0,0.13,1191775.0,Lake Wales,Florida,33859.0,1380.0,2004-12-30 00:00:00
41679.0,for_sale,185000.0,6.0,2.0,0.1,1539496.0,Buffalo,New York,14214.0,2286.0,2001-08-07 00:00:00
34201.0,for_sale,580000.0,3.0,3.0,5.03,754230.0,Christmas,Florida,32709.0,2099.0,2016-09-07 00:00:00
23617.0,for_sale,399000.0,4.0,2.0,0.19,651205.0,Titusville,Florida,32780.0,2000.0,2021-03-29 00:00:00
52654.0,for_sale,280000.0,2.0,2.0,0.0,1329863.0,Miami,Florida,33179.0,1580.0,2017-08-14 00:00:00
78797.0,for_sale,299500.0,3.0,2.0,0.24,187902.0,Hudson,Florida,34667.0,1485.0,N/A
52929.0,for_sale,650000.0,5.0,2.0,0.02,500852.0,Philadelphia,Pennsylvania,19145.0,2464.0,2021-04-29 00:00:00
81656.0,for_sale,569900.0,3.0,2.0,1.14,415913.0,Loxahatchee,Florida,33470.0,1662.0,2021-04-23 00:00:00
45836.0,for_sale,489900.0,5.0,3.0,1.25,1059378.0,Wooster,Ohio,44691.0,4087.0,1992-03-12 00:00:00
3022.0,for_sale,340000.0,3.0,2.0,0.1,1466091.0,Lake Worth,Florida,33463.0,1085.0,2001-07-31 00:00:00
76085.0,for_sale,1100000.0,3.0,3.0,0.22,1026219.0,Naples,Florida,34119.0,2538.0,2015-03-06 00:00:00
30456.0,for_sale,715000.0,3.0,2.0,0.31,1167025.0,Nokomis,Florida,34275.0,2125.0,2007-04-26 00:00:00
22611.0,for_sale,735000.0,3.0,3.0,7.7,95590.0,West Chester,Pennsylvania,19382.0,1668.0,1991-01-04 00:00:00
29529.0,for_sale,689000.0,2.0,1.0,0.0,609676.0,Amagansett,New York,11930.0,565.0,N/A
53016.0,for_sale,450000.0,4.0,3.0,0.3,1135354.0,Lakeland,Florida,33810.0,2206.0,2018-01-16 00:00:00
52418.0,for_sale,650000.0,4.0,5.0,0.49,84937.0,Kathleen,Georgia,31047.0,3514.0,2002-02-11 00:00:00
51033.0,for_sale,389500.0,4.0,3.0,0.23,770348.0,Winter Haven,Florida,33881.0,1802.0,2018-11-16 00:00:00
81619.0,for_sale,412000.0,4.0,3.0,0.34,1570862.0,Texarkana,Texas,75503.0,2399.0,N/A
79174.0,for_sale,450000.0,2.0,2.0,94.11,1016553.0,Corry,Pennsylvania,16407.0,1312.0,N/A
104844.0,for_sale,155000.0,2.0,2.0,0.13,960655.0,South Chicago Heights,Illinois,60411.0,1750.0,N/A
74997.0,for_sale,599999.0,3.0,2.0,0.81,36145.0,Airmont,New York,10952.0,2109.0,N/A
52700.0,for_sale,169900.0,1.0,1.0,0.0,1274514.0,Gainesville,Florida,32608.0,790.0,2006-07-10 00:00:00
16829.0,for_sale,1250000.0,2.0,3.0,0.3,1199783.0,Greenport,New York,11944.0,1630.0,2013-04-17 00:00:00
26183.0,for_sale,120000.0,3.0,2.0,0.34,1210675.0,Macon,Georgia,31206.0,1176.0,2022-04-27 00:00:00
109746.0,for_sale,199900.0,2.0,3.0,0.05,996884.0,Lawrenceville,Georgia,30044.0,1392.0,2022-06-26 00:00:00
53016.0,for_sale,220000.0,3.0,2.0,0.23,1162116.0,Pittsburgh,Pennsylvania,15236.0,1464.0,2018-10-03 00:00:00
11493.0,for_sale,700000.0,5.0,5.0,0.38,354049.0,Strongsville,Ohio,44136.0,5056.0,N/A
63523.0,for_sale,95900.0,2.0,1.0,0.0,649867.0,Annawan,Illinois,61234.0,778.0,2021-11-16 00:00:00
22505.0,for_sale,185000.0,2.0,1.0,0.16,1189696.0,Fort Pierce,Florida,34947.0,620.0,1980-04-01 00:00:00
105799.0,for_sale,219990.0,4.0,4.0,0.3,496216.0,Macon,Georgia,31217.0,2014.0,N/A
9090.0,for_sale,179900.0,2.0,2.0,0.0,356772.0,Wheeling,Illinois,60090.0,1000.0,2014-01-07 00:00:00
79318.0,for_sale,535000.0,3.0,3.0,0.16,1706987.0,Titusville,Florida,32780.0,1943.0,2021-10-06 00:00:00
25880.0,for_sale,306490.0,3.0,3.0,0.0,1120920.0,Weaverville,North Carolina,28787.0,1375.0,N/A
68629.0,for_sale,57000.0,2.0,1.0,0.24,1040474.0,Seffner,Florida,33584.0,1500.0,N/A
52511.0,for_sale,259900.0,3.0,2.0,0.23,346520.0,Orange City,Florida,32763.0,1232.0,2021-08-31 00:00:00
53016.0,for_sale,130000.0,2.0,2.0,0.09,900678.0,Erie,Pennsylvania,16508.0,2100.0,2005-11-28 00:00:00
108602.0,for_sale,277990.0,4.0,2.0,0.29,724955.0,Saint Marys,Georgia,31558.0,1776.0,2022-08-25 00:00:00
8742.0,for_sale,599900.0,4.0,4.0,0.21,1217911.0,Naperville,Illinois,60564.0,2565.0,2014-10-16 00:00:00
25789.0,for_sale,391990.0,4.0,2.0,0.2,1322811.0,Brooksville,Florida,34604.0,1828.0,2021-10-06 00:00:00
26398.0,for_sale,165000.0,3.0,2.0,0.11,1201331.0,Jacksonville,Florida,32206.0,1376.0,2006-03-29 00:00:00
23991.0,for_sale,749900.0,2.0,2.0,1.72,1611031.0,Long Beach,New York,11561.0,1175.0,N/A
78917.0,for_sale,75000.0,3.0,2.0,0.34,960960.0,Newport,North Carolina,28570.0,1189.0,2019-06-27 00:00:00
20082.0,for_sale,210000.0,2.0,2.0,2.38,711447.0,Palm Harbor,Florida,34684.0,1320.0,2004-04-05 00:00:00
61044.0,for_sale,1111111.0,3.0,2.0,0.05,1825239.0,Brooklyn,New York,11228.0,1666.0,1994-10-25 00:00:00
22826.0,for_sale,390000.0,3.0,2.0,0.18,1076702.0,Melbourne,Florida,32940.0,1798.0,2014-11-03 00:00:00
64558.0,for_sale,3900000.0,3.0,4.0,0.25,1716672.0,Sarasota,Florida,34242.0,2909.0,N/A
80874.0,for_sale,445000.0,5.0,4.0,0.41,105970.0,Bloomingdale,Georgia,31302.0,4000.0,2017-06-28 00:00:00
35447.0,for_sale,1100000.0,3.0,4.0,5.15,390517.0,Pisgah Forest,North Carolina,28768.0,3499.0,2013-02-12 00:00:00
70676.0,for_sale,299900.0,5.0,3.0,0.64,446267.0,Lillington,North Carolina,27546.0,2300.0,2022-03-08 00:00:00
98439.0,for_sale,215000.0,1.0,1.0,0.0,1818825.0,Miami,Florida,33156.0,677.0,N/A
58464.0,for_sale,440000.0,3.0,2.0,0.16,1400800.0,Stuart,Florida,34997.0,1510.0,2018-12-17 00:00:00
9512.0,for_sale,989900.0,3.0,3.0,1.02,987482.0,Cape San Blas,Florida,32456.0,1474.0,1988-09-08 00:00:00
73204.0,for_sale,290000.0,3.0,2.0,0.15,1148007.0,Apopka,Florida,32703.0,1155.0,1992-12-24 00:00:00
22611.0,for_sale,250000.0,3.0,2.0,0.62,91731.0,Pittsburgh,Pennsylvania,15209.0,1415.0,2014-07-08 00:00:00
22611.0,for_sale,710000.0,2.0,3.0,0.0,13896.0,White Plains,New York,10601.0,1364.0,2019-08-28 00:00:00
954.0,for_sale,415000.0,2.0,2.0,0.0,834663.0,Chicago,Illinois,60647.0,1200.0,N/A
22611.0,for_sale,1069900.0,4.0,6.0,1.0,197743.0,Barrington Hills,Illinois,60010.0,4246.0,2004-06-29 00:00:00
29106.0,for_sale,275000.0,2.0,2.0,0.0,1828547.0,Bonita Springs,Florida,34135.0,1020.0,2011-04-04 00:00:00
78203.0,for_sale,359900.0,4.0,2.0,0.14,628139.0,Abington,Pennsylvania,19001.0,1386.0,2013-12-23 00:00:00
81466.0,for_sale,499999.0,3.0,3.0,0.69,1138603.0,Lansdale,Pennsylvania,19446.0,2068.0,2003-02-03 00:00:00
93184.0,for_sale,119900.0,2.0,2.0,0.0,596690.0,Fruitland Park,Florida,34731.0,1344.0,2006-05-19 00:00:00
33516.0,for_sale,280000.0,3.0,2.0,0.05,41609.0,Wheaton,Illinois,60189.0,1516.0,2017-10-20 00:00:00
52835.0,for_sale,334500.0,3.0,1.0,0.02,1288191.0,Philadelphia,Pennsylvania,19127.0,1485.0,2015-01-06 00:00:00
53193.0,for_sale,275900.0,2.0,3.0,0.23,254655.0,Edgewater,Florida,32132.0,1300.0,1995-12-04 00:00:00
83769.0,for_sale,398000.0,2.0,2.0,0.0,612091.0,Sunny Isles Beach,Florida,33160.0,754.0,N/A
53465.0,for_sale,765000.0,4.0,3.0,0.22,320948.0,Frisco,Texas,75035.0,3362.0,2019-08-09 00:00:00
12787.0,for_sale,819000.0,3.0,1.0,0.0,1645830.0,New York,New York,10011.0,540.0,N/A
41177.0,for_sale,364900.0,3.0,3.0,0.12,329540.0,Delaware,Ohio,43015.0,1940.0,1989-06-23 00:00:00
78219.0,for_sale,900000.0,4.0,3.0,0.2,318688.0,Boca Raton,Florida,33486.0,2274.0,N/A
70999.0,for_sale,225000.0,3.0,2.0,0.17,1420317.0,Watauga,Texas,76148.0,1134.0,N/A
32296.0,for_sale,125000.0,3.0,2.0,0.22,400653.0,Savannah,Georgia,31415.0,1381.0,N/A
4026.0,for_sale,250000.0,3.0,2.0,0.96,724222.0,Conyers,Georgia,30012.0,1862.0,2022-04-29 00:00:00
70242.0,for_sale,410000.0,4.0,3.0,0.13,477546.0,Clermont,Florida,34714.0,2940.0,2005-09-08 00:00:00
16829.0,for_sale,2100000.0,2.0,2.0,0.0,696208.0,Brooklyn,New York,11249.0,1028.0,2011-04-18 00:00:00
60510.0,for_sale,275000.0,2.0,1.0,0.4,1421534.0,Hatteras,North Carolina,27943.0,1199.0,N/A
63901.0,for_sale,239000.0,3.0,2.0,1.46,281505.0,Swainsboro,Georgia,30401.0,1740.0,2016-08-19 00:00:00
70271.0,for_sale,225000.0,1.0,2.0,0.0,1656457.0,Miami,Florida,33138.0,631.0,N/A
105385.0,for_sale,138000.0,2.0,2.0,3.12,272892.0,Greeley,Pennsylvania,18425.0,1850.0,2004-06-10 00:00:00
23684.0,for_sale,585000.0,4.0,4.0,10.0,375114.0,Sand Lake,New York,12153.0,2104.0,2009-08-04 00:00:00
45730.0,for_sale,499900.0,4.0,3.0,0.34,882978.0,Westlake,Ohio,44145.0,3404.0,1989-03-02 00:00:00
59793.0,for_sale,579900.0,3.0,2.0,0.15,423599.0,Oak Island,North Carolina,28465.0,1456.0,2019-11-08 00:00:00
22916.0,for_sale,330000.0,3.0,2.0,0.19,1002684.0,Sneads Ferry,North Carolina,28460.0,1916.0,N/A
100535.0,for_sale,519900.0,3.0,2.0,0.16,328359.0,Fort Myers,Florida,33908.0,1982.0,2013-01-29 00:00:00
62800.0,for_sale,439900.0,3.0,5.0,3.23,925451.0,Fowler,Illinois,62338.0,2880.0,2016-09-16 00:00:00
6906.0,for_sale,280000.0,3.0,2.0,0.59,653665.0,Cartersville,Georgia,30121.0,1252.0,2022-04-14 00:00:00
22611.0,for_sale,245000.0,3.0,2.0,33.63,1162840.0,Sarasota,Florida,34238.0,1272.0,2011-02-08 00:00:00
81081.0,for_sale,339900.0,6.0,3.0,0.15,910876.0,Cocoa,Florida,32926.0,2544.0,N/A
29034.0,for_sale,4729000.0,2.0,3.0,0.0,604489.0,New York City,New York,10022.0,1720.0,N/A
60605.0,for_sale,79900.0,3.0,1.0,0.11,858414.0,Chicago,Illinois,60649.0,1500.0,2020-09-17 00:00:00
81521.0,for_sale,349999.0,4.0,3.0,0.06,885004.0,Chicago,Illinois,60632.0,1428.0,2021-12-07 00:00:00
29004.0,for_sale,5400000.0,2.0,2.0,0.0,385796.0,New York,New York,10016.0,1651.0,N/A
46222.0,for_sale,580000.0,4.0,3.0,0.23,92482.0,Cary,North Carolina,27519.0,2564.0,2020-03-25 00:00:00
10420.0,for_sale,879000.0,3.0,4.0,0.46,1335341.0,Palm Coast,Florida,32137.0,3555.0,2002-05-10 00:00:00
23440.0,for_sale,675000.0,4.0,3.0,0.31,1507765.0,Madeira,Ohio,45243.0,2896.0,2020-01-10 00:00:00
76784.0,for_sale,210000.0,3.0,2.0,0.13,771148.0,Syracuse,New York,13206.0,2392.0,2016-03-02 00:00:00
70220.0,for_sale,158000.0,3.0,3.0,0.53,1033403.0,Chesapeake,Ohio,45619.0,1822.0,N/A
107117.0,for_sale,299000.0,3.0,3.0,0.0,1028982.0,Hypoluxo,Florida,33462.0,1259.0,2018-11-01 00:00:00
53152.0,for_sale,289000.0,2.0,3.0,0.0,405214.0,Palm Springs,Florida,33461.0,1088.0,2011-03-23 00:00:00
90546.0,for_sale,228000.0,2.0,2.0,0.49,977551.0,Lehigh Acres,Florida,33936.0,1326.0,2021-08-25 00:00:00
21635.0,for_sale,359000.0,3.0,2.0,0.47,687881.0,Newport,North Carolina,28570.0,1944.0,2020-09-30 00:00:00
105453.0,for_sale,2950000.0,4.0,6.0,0.58,1324047.0,Crystal Beach,Florida,34681.0,4558.0,2000-11-02 00:00:00
70572.0,for_sale,329000.0,2.0,1.0,0.12,225422.0,Marathon,Florida,33050.0,480.0,2021-10-04 00:00:00
52598.0,for_sale,365000.0,5.0,2.0,0.33,926437.0,Orlando,Florida,32805.0,2787.0,2007-10-12 00:00:00
57444.0,for_sale,85000.0,1.0,1.0,0.05,1381673.0,Okeechobee,Florida,34974.0,380.0,2012-01-19 00:00:00
76047.0,for_sale,594900.0,2.0,2.0,0.0,1804214.0,Naples,Florida,34119.0,1616.0,2018-05-17 00:00:00
27273.0,for_sale,355000.0,4.0,3.0,0.26,1834783.0,Ocala,Florida,34476.0,2283.0,2018-03-28 00:00:00
57793.0,for_sale,220000.0,3.0,2.0,1.61,659697.0,Lumberton,North Carolina,28358.0,2100.0,2012-04-09 00:00:00
70650.0,for_sale,401000.0,4.0,3.0,0.31,680998.0,Fayetteville,Georgia,30214.0,2317.0,2022-03-03 00:00:00
22611.0,for_sale,736990.0,4.0,5.0,0.0,151116.0,Palm Beach Gardens,Florida,33418.0,2632.0,2022-02-14 00:00:00
35888.0,for_sale,379000.0,3.0,2.0,0.03,1687621.0,Lake Clarke Shores,Florida,33406.0,1386.0,2021-08-23 00:00:00
32779.0,for_sale,390000.0,2.0,2.0,0.0,497407.0,Miami,Florida,33125.0,899.0,2005-04-20 00:00:00
51528.0,for_sale,650000.0,3.0,2.0,0.2,464370.0,Atlanta,Georgia,30329.0,1500.0,2007-04-09 00:00:00
70650.0,for_sale,351000.0,4.0,3.0,0.34,1242917.0,Douglasville,Georgia,30135.0,2402.0,2022-06-23 00:00:00
52634.0,for_sale,279900.0,3.0,2.0,0.29,1120572.0,Ocala,Florida,34473.0,1625.0,2021-05-03 00:00:00
51881.0,for_sale,230000.0,2.0,1.0,0.17,701074.0,Port Charlotte,Florida,33952.0,1172.0,1998-06-03 00:00:00
102016.0,for_sale,230000.0,3.0,2.0,0.08,78914.0,Groveland,Florida,34736.0,1127.0,2011-01-27 00:00:00
60912.0,for_sale,274900.0,3.0,2.0,0.02,1160990.0,Sarasota,Florida,34238.0,1260.0,2010-06-18 00:00:00
94646.0,for_sale,405000.0,2.0,1.0,0.13,1332076.0,Saint Petersburg,Florida,33705.0,825.0,2020-08-14 00:00:00
62076.0,for_sale,383120.0,4.0,3.0,0.0,1445411.0,Columbus,Ohio,43232.0,1834.0,N/A
22611.0,for_sale,525000.0,4.0,2.0,0.21,710191.0,Coconut Creek,Florida,33066.0,2030.0,2007-05-24 00:00:00
53441.0,for_sale,395000.0,3.0,1.0,0.0,753746.0,Palm Beach,Florida,33480.0,271.0,2019-07-22 00:00:00
7572.0,for_sale,179000.0,3.0,1.0,0.48,604955.0,Schenectady,New York,12306.0,908.0,2021-04-14 00:00:00
48747.0,for_sale,270900.0,3.0,3.0,0.04,432314.0,Tavares,Florida,32778.0,1731.0,N/A
57608.0,for_sale,305490.0,3.0,3.0,0.0,749294.0,Lutz,Florida,33549.0,1634.0,N/A
22241.0,for_sale,400000.0,3.0,2.0,0.12,582198.0,Lutz,Florida,33558.0,1660.0,2020-07-01 00:00:00
47952.0,for_sale,479000.0,3.0,2.0,0.4,1072839.0,Mastic,New York,11950.0,1350.0,N/A
84534.0,for_sale,219900.0,2.0,2.0,0.0,1628020.0,Chicago,Illinois,60612.0,1200.0,2010-12-21 00:00:00
64438.0,for_sale,79995.0,3.0,2.0,0.0,1695720.0,Davenport,Florida,33897.0,1680.0,N/A
32588.0,ready_to_build,624900.0,2.0,2.0,0.0,60587.0,Plain City,Ohio,43064.0,2847.0,N/A
22611.0,for_sale,365000.0,2.0,2.0,0.0,369267.0,North Bay Village,Florida,33141.0,1149.0,N/A
110090.0,for_sale,1145000.0,4.0,4.0,0.18,1340165.0,Naperville,Illinois,60563.0,3095.0,2021-05-07 00:00:00
58864.0,for_sale,159900.0,3.0,2.0,0.11,1022175.0,Cleveland,Ohio,44111.0,1744.0,2004-10-21 00:00:00
53016.0,for_sale,1850000.0,4.0,4.0,0.17,661808.0,Madeira Beach,Florida,33708.0,2425.0,2016-11-01 00:00:00
78968.0,for_sale,524900.0,5.0,3.0,0.63,1545848.0,Worthington,Ohio,43085.0,3030.0,2020-06-02 00:00:00
101424.0,for_sale,375800.0,3.0,2.0,0.18,1138058.0,Ballston Lake,New York,12019.0,1560.0,2018-12-20 00:00:00
48748.0,for_sale,354900.0,3.0,2.0,0.23,763559.0,Palm Coast,Florida,32137.0,1680.0,2021-07-01 00:00:00
81944.0,for_sale,639999.0,2.0,3.0,0.05,1139580.0,Staten Island,New York,10314.0,1080.0,2010-01-28 00:00:00
70677.0,for_sale,458900.0,4.0,3.0,0.01,299729.0,Riverview,Florida,33579.0,2067.0,2018-11-15 00:00:00
106172.0,for_sale,485000.0,3.0,2.0,0.23,154826.0,Lehigh Acres,Florida,33974.0,2145.0,2020-04-02 00:00:00
8075.0,for_sale,749900.0,4.0,4.0,1.71,669589.0,Schwenksville,Pennsylvania,19473.0,3922.0,2011-06-30 00:00:00
25881.0,for_sale,400730.0,5.0,3.0,0.0,689368.0,Dacula,Georgia,30019.0,2511.0,N/A
45184.0,for_sale,257500.0,3.0,2.0,0.0,1239915.0,Chicago,Illinois,60614.0,1200.0,N/A
60420.0,for_sale,462760.0,4.0,3.0,0.13,1366525.0,Saint Cloud,Florida,34771.0,2631.0,N/A
50190.0,for_sale,175000.0,4.0,2.0,0.48,1415049.0,Tallahassee,Florida,32303.0,1008.0,2018-06-12 00:00:00
100745.0,for_sale,1499000.0,8.0,4.0,0.03,1153889.0,Bronx,New York,10455.0,3318.0,N/A
53300.0,for_sale,450000.0,2.0,2.0,0.0,1668971.0,Bronx,New York,10465.0,1150.0,N/A
76125.0,for_sale,405000.0,3.0,3.0,0.0,457550.0,Philadelphia,Pennsylvania,19130.0,1269.0,2019-08-28 00:00:00
49153.0,for_sale,739000.0,4.0,4.0,0.11,1787725.0,Plano,Texas,75024.0,3409.0,2020-08-18 00:00:00
54293.0,ready_to_build,1217236.0,4.0,2.0,0.0,35537.0,Newtown Square,Pennsylvania,19073.0,3624.0,N/A
52716.0,for_sale,430000.0,5.0,4.0,0.19,1659618.0,Blacklick,Ohio,43004.0,3831.0,2018-02-16 00:00:00
52954.0,for_sale,199000.0,3.0,3.0,0.18,760000.0,Chicago Heights,Illinois,60411.0,1275.0,2002-02-07 00:00:00
15343.0,for_sale,388500.0,3.0,2.0,0.2,1666385.0,Caseyville,Illinois,62232.0,1676.0,N/A
98420.0,for_sale,13495000.0,6.0,4.0,0.0,603166.0,Sag Harbor,New York,11963.0,5900.0,2014-03-03 00:00:00
70704.0,for_sale,312999.0,4.0,3.0,0.37,1013692.0,Green Township,Ohio,45211.0,1936.0,2002-08-30 00:00:00
25795.0,for_sale,365685.0,5.0,6.0,0.17,1553852.0,Stockbridge,Georgia,30281.0,2721.0,2022-05-24 00:00:00
10265.0,for_sale,595000.0,2.0,2.0,0.01,33391.0,Mexico Beach,Florida,32456.0,1012.0,N/A
22737.0,for_sale,379000.0,3.0,4.0,0.0,1740148.0,Panama City Beach,Florida,32407.0,2201.0,2020-09-25 00:00:00
17823.0,for_sale,750000.0,1.0,2.0,0.0,1745858.0,Miami,Florida,33130.0,886.0,2016-10-25 00:00:00
82766.0,for_sale,42400.0,3.0,1.0,0.12,90902.0,Cleveland Heights,Ohio,44121.0,1523.0,1998-04-08 00:00:00
48368.0,for_sale,129900.0,3.0,1.0,0.08,827921.0,Pittston,Pennsylvania,18640.0,1386.0,2015-10-02 00:00:00
8480.0,for_sale,459900.0,4.0,3.0,0.23,795226.0,Palm Coast,Florida,32164.0,2306.0,2021-02-23 00:00:00
76259.0,for_sale,299900.0,2.0,2.0,0.0,552784.0,Swansea,Illinois,62226.0,1510.0,2021-04-26 00:00:00
19809.0,for_sale,9500000.0,5.0,7.0,0.0,485945.0,Sunny Isles Beach,Florida,33160.0,8210.0,N/A
45923.0,for_sale,179999.0,3.0,2.0,0.27,806087.0,Erie,Pennsylvania,16510.0,1894.0,1992-03-20 00:00:00
89763.0,for_sale,514900.0,4.0,3.0,1.5,547856.0,Long Branch,Texas,75669.0,2400.0,N/A
29027.0,for_sale,1350000.0,4.0,4.0,0.47,1138989.0,East Quogue,New York,11942.0,2700.0,N/A
45802.0,for_sale,120000.0,2.0,2.0,0.0,626725.0,Shaker Heights,Ohio,44118.0,865.0,2018-06-04 00:00:00
13597.0,for_sale,325000.0,3.0,2.0,0.23,1003018.0,Ocala,Florida,34473.0,1954.0,2021-12-03 00:00:00
55342.0,for_sale,340000.0,4.0,2.0,0.16,977432.0,Davenport,Florida,33837.0,1879.0,2019-04-17 00:00:00
45873.0,for_sale,350000.0,4.0,2.0,0.03,1815160.0,Ellicottville,New York,14731.0,1440.0,N/A
79766.0,for_sale,659000.0,3.0,4.0,0.05,1824065.0,Ocoee,Florida,34761.0,2081.0,N/A
27173.0,for_sale,303220.0,3.0,3.0,0.02,1111943.0,Yorkville,Illinois,60560.0,1758.0,N/A
52929.0,for_sale,374999.0,2.0,2.0,0.03,361925.0,Philadelphia,Pennsylvania,19122.0,1221.0,N/A
22939.0,for_sale,153000.0,3.0,1.0,0.2,1146421.0,Erie,Pennsylvania,16504.0,1649.0,2010-06-21 00:00:00
41999.0,for_sale,465000.0,3.0,3.0,0.21,1439276.0,Durham,North Carolina,27713.0,1933.0,2018-11-02 00:00:00
953.0,for_sale,599900.0,4.0,5.0,1.0,1464339.0,Libertyville,Illinois,60048.0,4424.0,N/A
21674.0,for_sale,350000.0,3.0,2.0,0.16,1486398.0,Valparaiso,Florida,32580.0,1579.0,N/A
52944.0,for_sale,240000.0,3.0,1.0,0.17,1559631.0,Jupiter,Florida,33458.0,896.0,N/A
76335.0,for_sale,875000.0,5.0,4.0,0.29,231364.0,Fort Myers,Florida,33905.0,4042.0,2014-01-09 00:00:00
74667.0,for_sale,300000.0,4.0,2.0,0.28,1601641.0,Riverview,Florida,33578.0,1456.0,2021-11-17 00:00:00
